Content,Video title,Video publish time,Duration,Engaged views,Average percentage viewed (%),Stayed to watch (%),Unique viewers,Unique reach,Views (co-viewed),Average views per viewer,New viewers,Returning viewers,Casual viewers,Regular viewers,Hypes,Hype points,Subscribers gained,Subscribers lost,Likes,Dislikes,Likes (vs. dislikes) (%),Shares,Comments added,YouTube Premium views,YouTube Premium watch time (hours),End screen element clicks,End screen elements shown,Clicks per end screen element shown (%),Card clicks,Cards shown,Clicks per card shown (%),Card teaser clicks,Card teasers shown,Teaser clicks per card teaser shown (%),Views,Watch time (hours),Subscribers,Average view duration,Thumbnail impressions,Thumbnail click-through rate (%)
7Sw5YU9M_p8,karrigan | 0.69 Rating | Falcons vs Legacy | Mirage | Grand Final | CAC 2026,"May 27, 2026",1534,53,19.76,,,51,17,,,,,,0,0,1,0,3,0,100,0,1,10,0.3532,0,4,0,0,0,,0,0,,59,4.4655,1,0:05:03,881,3.63
 -zcWkA2u8Yo,dumau | 1.82 Rating | Falcons vs Legacy | Mirage | Grand Final | CAC 2026,"May 24, 2026",1703,53,10.39,,,80,76,,,,,,0,0,0,0,2,0,100,0,0,17,0.7808,0,2,0,0,0,,0,0,,101,2.6221,0,0:02:56,1039,4.04
XX-YjMccU7A,kyousuke | 1.21 Rating | Falcons vs Legacy | Mirage | Grand Final | CAC 2026,"May 27, 2026",1407,53,17.15,,,51,36,,,,,,0,0,0,0,1,0,100,0,0,8,0.6529,0,6,0,0,0,,0,0,,62,3.5534,0,0:04:01,637,6.12
4rOnR7l3nHA,Pros Use This CT Smoke for B Executes (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2inferno,"Jul 11, 2026",48,51,28.93,13.71,,256,1,,,,,,0,0,0,0,2,0,100,0,0,13,0.0273,0,0,,0,0,,0,0,,283,0.2769,0,0:00:13,112,3.57
KyRs4cIxkzQ,Don't Push Mid on Mirage Without These Cross Smokes (CAC 2026) Part 1 #cs2 #mirage,"Jun 24, 2026",33,50,54.27,21.74,,180,0,,,,,,0,0,0,0,2,0,100,0,0,44,0.1016,0,0,,0,0,,0,0,,194,0.3091,0,0:00:17,92,1.09
K2v6Dkdp2A4,Best Library Smokes for A Site Executes (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2infe…,"Jul 12, 2026",34,50,48.14,12.56,,286,2,,,,,,0,0,0,0,3,0,100,0,0,9,0.0232,0,0,,0,0,,0,0,,317,0.3193,0,0:00:16,124,1.61
W0QydVY7pAo,n1ssim | 0.82 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 27, 2026",1743,50,8.64,,,50,47,,,,,,0,0,0,0,2,0,100,0,0,12,0.6074,0,2,0,0,0,,0,0,,76,2.0989,0,0:02:30,732,4.37
OPwKbFLSoV0,tikuak (23-12) 1.88 Rating POV | Wildcard vs MongolZ | BLAST Bounty 2026 S2 | W/ Utility Cam Overlay,"Jul 28, 2026",1510,49,11.15,,,48,8,,,,,,0,0,0,0,0,0,,0,0,8,1.288,0,0,,0,0,,0,0,,49,2.2917,0,0:02:48,2878,1.29
NnB6BDcP-uc,m0NESY | 1.34 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 25, 2026",2066,49,8.86,,,62,45,,,,,,0,0,0,0,1,0,100,0,0,9,0.6135,0,6,0,0,0,,0,0,,77,2.5026,0,0:03:03,830,4.7
f8V_JeE4F1o,Top Inferno Smokes Used During IEM Cologne Major 2026,"Jul 3, 2026",908,44,16.11,,,31,9,,,,,,0,0,0,0,1,0,100,0,0,8,0.3057,0,5,0,0,0,,0,0,,44,1.7875,0,0:02:26,316,6.33
iCeRmO59JHM,Top Half-Wall Smokes to Lock Down Banana (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2inf…,"Jul 6, 2026",32,44,46.52,17.87,,177,0,,,,,,0,0,0,0,2,0,100,0,0,7,0.0254,0,0,,0,0,,0,0,,190,0.2299,0,0:00:14,302,0.99
FyShWWDZqVQ,ropz | 27-18 | 1.54 Rating | FaZe vs Vitality | Nuke | IEM Atlanta 2026,"May 15, 2026",2664,42,11.75,,,31,11,,,,,,0,0,0,0,1,0,100,6,0,7,0.8292,0,2,0,0,0,,0,0,,44,3.6509,0,0:05:12,385,7.53
VrRRVL8oxBc,kensizor | 1.98 Rating | B8 vs TYLOO | Mirage | Swiss round | IEM Cologne Major 2026,"Jun 3, 2026",1374,41,15.28,,,40,39,,,,,,0,0,0,0,1,0,100,0,0,9,0.8501,0,10,0,0,0,,0,0,,52,2.4006,0,0:03:29,442,6.11
qlnLgOB-_0E,NiKo | 0.54 Rating | Falcons vs Legacy | Mirage | Grand Final | CAC 2026,"May 27, 2026",1581,41,17.34,,,39,8,,,,,,0,0,0,0,2,0,100,0,0,11,0.5302,0,4,0,0,0,,0,0,,47,3.1242,0,0:04:34,809,3.21
MsGYHdDEk5o,Jorko (19-16) 1.62 Rating POV | Liquid vs Spirit | Dust2 | BLAST Bounty 2026 S2 Finals,"Aug 1, 2026",1482,41,14.85,,,37,47,,,,,,0,0,0,0,3,0,100,0,0,5,1.0332,0,0,,0,0,,0,0,,48,2.5099,0,0:03:40,513,5.46
tH5lSdDbSTg,The CT Smoke Every B Execute Needs on Inferno Part 2 #csgo #cs2 #counterstrike,"Jul 5, 2026",28,40,92.05,17.47,,181,0,,,,,,0,0,0,0,2,0,100,0,0,5,0.0067,0,0,,0,0,,0,0,,197,0.3488,0,0:00:25,48,2.08
akDzWBMtNTM,Best Arch Connector Smokes for A Takes Part 2 #csgo #cs2 #counterstrike,"Jul 4, 2026",29,39,52.12,16.6,,169,0,,,,,,0,0,0,0,1,0,100,0,0,10,0.0159,0,0,,0,0,,0,0,,182,0.2173,0,0:00:15,21,4.76
Bx_QQGcRzMo,Swisher | 1.70 Rating | M80 vs Lynn Vision | Inferno | Swiss round | IEM Cologne Major 2026,"Jun 2, 2026",1815,38,6.19,,,32,16,,,,,,0,0,0,0,0,0,,0,0,12,0.6501,0,0,,0,0,,0,0,,41,1.1881,0,0:01:52,589,2.55
_KNvvAT0ho8,m0NESY | 1.92 Rating | Falcons vs Legacy | Dust2 | Final | CAC 2026,"May 22, 2026",1345,36,9.55,,,35,13,,,,,,0,0,0,0,1,0,100,0,0,3,0.0178,0,4,0,0,0,,0,0,,41,1.2854,0,0:02:08,648,4.01
NEltNwFAdrI,jL | 1.57 Rating | Falcons vs MOUZ | Mirage | Semi-final | CAC 2026,"May 24, 2026",1624,35,18.41,,,31,21,,,,,,0,0,0,0,2,0,100,0,0,2,0.7315,0,6,0,0,0,,0,0,,42,2.9074,0,0:04:58,420,6.43
tlyTZgZ9TWQ,NiKo | 1.74 | 100 Thieves vs Falcons | Nuke | Stage 1 round | BLAST Bounty 2026 S2 | W/ Util Overlay,"Jul 24, 2026",1259,35,27.27,,,30,3,,,,,,0,0,0,0,1,0,100,1,0,8,0.5679,0,0,,0,0,,0,0,,36,3.338,0,0:05:43,394,6.6
izEzoMHgbcg,m0NESY | 1.12 Rating | Falcons vs MOUZ | Dust2 | Semi-final | CAC 2026,"May 30, 2026",1960,34,19.3,,,34,10,,,,,,0,0,0,0,2,0,100,0,0,9,0.7725,0,0,,0,0,,0,0,,41,3.5736,0,0:06:18,798,3.13
PqSwTQr2toI,TjP | 1.70 Rating | MIBR vs THUNDER dOWNUNDER | Inferno | Swiss round | IEM Cologne Major 2026,"Jun 3, 2026",1660,33,11.13,,,31,15,,,,,,0,0,0,0,3,0,100,0,0,4,0.3313,0,9,0,0,0,,0,0,,36,1.6954,0,0:03:04,603,3.32
VKN3Dy91xi4,Best Library Smokes for A Site Executes Part 2 (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #…,"Jul 12, 2026",34,32,52.04,9.2,,256,2,,,,,,0,0,0,0,3,0,100,0,0,9,0.0144,0,0,,0,0,,0,0,,272,0.2416,0,0:00:17,106,1.89
hPzjRXGbLkQ,Top Anubis Smokes Used by Pros During IEM Cologne Major 2026,"Jul 14, 2026",1093,31,23.16,,,26,8,,,,,,0,0,1,0,5,0,100,0,0,11,0.4987,0,4,0,0,0,,0,0,,31,2.18,1,0:04:13,393,4.58
XxUkepxbXFs,dem0n (25-21) 1.34 Rating POV | FUT vs Spirit | Ancient | Esports World Cup 2026,"Aug 25, 2026",2332,30,7.32,,,53,80,,,,,,0,0,0,0,1,0,100,0,0,5,0.1994,0,0,,0,0,,0,0,,80,1.4421,0,0:02:50,279,8.24
rmq98rJeOLk,tN1R (29-20) 1.30 Rating POV | FUT vs Spirit | Anubis | Esports World Cup 2026,"Aug 25, 2026",2127,30,11.97,,,38,52,,,,,,0,0,0,0,0,0,,2,0,14,1.2312,0,0,,0,0,,0,0,,52,2.13,0,0:04:14,221,9.5
OBOLI98YAV8,donk (25-13) 1.65 Rating POV | 100 Thieves vs Spirit | Anubis | BLAST Bounty 2026 S2,"Aug 1, 2026",2227,30,22.32,,,27,30,,,,,,0,0,0,0,1,0,100,0,0,3,0.7613,0,0,,0,0,,0,0,,31,4.1429,0,0:08:17,530,3.4
f6EMUcoaV74,xelex | 1.78 Rating | Falcons vs MOUZ | Mirage | Semi-final | CAC 2026,"May 24, 2026",1579,30,5.98,,,33,15,,,,,,0,0,0,0,1,0,100,0,0,8,0.0578,0,2,0,0,0,,0,0,,36,0.7905,0,0:01:34,632,3.32
Lw_EvWEk5sk,donk | 1.37 Rating | Spirit vs Falcons | Mirage | Grand final | PGL Astana 2026,"May 19, 2026",976,29,31.9,,,27,2,,,,,,0,0,1,0,1,0,100,0,0,5,0.5471,0,0,,0,0,,0,0,,31,2.5087,1,0:05:11,319,3.76
410sC1aAACo,Most Effective Flashes during CAC 2026 | CS2,"Jun 5, 2026",704,28,22.27,,,21,6,,,,,,0,0,0,0,3,0,100,0,0,7,0.4882,0,0,,0,0,,0,0,,28,1.2194,0,0:02:36,456,3.29
Eh1fRnCE0wg,NiKo | 1.68 Rating | Falcons vs MOUZ | Nuke | Semi-final | CAC 2026,"May 23, 2026",1770,27,18.89,,,28,20,,,,,,0,0,0,0,1,0,100,2,0,7,1.0658,0,8,0,0,0,,0,0,,37,2.5104,0,0:05:34,319,6.58
qh6gRiB_-XA,kyousuke (15-10) 1.59 Rating POV | Falcons vs K27 | Dust2 | Esports World Cup 2026,"Aug 14, 2026",1532,26,14.57,,,24,32,,,,,,0,0,1,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,32,1.6141,1,0:03:43,294,5.1
NlaAtakHuF8,magixx  (25-14) 3654 ELO vs ~3257 ELOs | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Aug 12, 2026",1478,26,9.13,,,22,27,,,,,,0,0,1,0,3,0,100,0,0,7,0.125,0,0,,0,0,,0,0,,27,0.9766,1,0:02:14,220,8.18
uypbFNU5F-s,m0NESY | 1.81 Rating | Falcons vs M80 | Ancient | Semi-final | CAC 2026,"May 21, 2026",1935,26,10.23,,,12,12,,,,,,0,0,0,0,1,0,100,0,0,1,0.3818,0,4,0,0,0,,0,0,,27,1.4297,0,0:03:17,204,5.39
tKoUedgih6A,NiKo | 1.21 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 26, 2026",1210,26,6.33,,,29,14,,,,,,0,0,0,0,1,0,100,0,0,6,0.1882,0,2,0,0,0,,0,0,,33,0.5551,0,0:01:16,539,3.53
CG7IyGkjsH8,kyousuke (26-7) 2.54 Rating POV | Falcons vs MongolZ | Inferno | Esports World Cup 2026,"Aug 21, 2026",1267,25,15.51,,,34,45,,,,,,0,0,0,0,1,0,100,0,0,2,0.1353,0,0,,0,0,,0,0,,45,1.3743,0,0:03:16,283,7.42
4VdgMJ7Q9u8,Top 50 CS2 Utility Lineups From Pro Play (BLAST Bounty 2026),"Aug 16, 2026",593,24,30.15,,,27,29,,,,,,0,0,0,0,0,1,0,0,0,9,0.5134,0,0,,0,0,,0,0,,29,1.1922,0,0:02:58,249,6.43
k-nMMNfP04U,kyousuke | 1.24 Rating | Falcons vs MOUZ | Nuke | Semi-final,"May 29, 2026",1633,24,13.14,,,19,3,,,,,,0,0,0,0,1,0,100,0,0,4,0.0801,0,4,0,0,0,,0,0,,24,1.4306,0,0:03:34,281,7.12
JArDd7U3RM4,YEKINDAR (24-11) 2.12 Rating POV | FURIA vs paiN | Cache | BLAST Open Porto 2026,"Aug 28, 2026",1406,23,17.23,,,14,36,,,,,,0,0,0,0,2,0,100,0,0,1,0,0,0,,0,0,,0,0,,36,1.5544,0,0:04:02,92,9.78
GYvAaVY7RAY,b1t | 1.43 Rating | NAVI vs Vitality | Inferno | Quarter-final | IEM Atlanta 2026,"May 19, 2026",1437,23,19.28,,,19,3,,,,,,0,0,0,0,2,0,100,0,0,5,0.293,0,0,,0,0,,0,0,,23,1.7703,0,0:04:37,302,5.63
pQ1Dsf0fZQs,910 | 1.65 Rating | MongolZ vs PARIVISION | Mirage | Final | CAC 2026,"May 22, 2026",1780,23,9.51,,,21,3,,,,,,0,0,0,0,1,0,100,0,0,2,0.0449,0,0,,0,0,,0,0,,25,1.0829,0,0:02:49,341,5.28
usnnp0qKj9k,NiKo | 1.49 Rating | Falcons vs M80 | Inferno | Semi-final | CAC 2026,"May 21, 2026",2778,22,5.49,,,16,1,,,,,,0,0,0,0,1,0,100,2,0,3,0.0511,0,0,,0,0,,0,0,,22,0.9314,0,0:02:32,239,4.6
HynbhjKk8Po,m0NESY (25-9) 4402 ELO vs ~3447 ELOs | mirage | FACEIT CS2 POV + VOICE COMMS,"Aug 20, 2026",1071,22,11.28,,,22,24,,,,,,0,0,0,0,1,0,100,0,0,5,0.2468,0,0,,0,0,,0,0,,24,0.7381,0,0:02:00,300,3.33
HZgSCyk7k8I,latto | 2.22 Rating | Falcons vs Legacy | Ancient | Grand Final | CAC 2026,"May 25, 2026",1721,22,12.05,,,18,10,,,,,,0,0,0,0,2,0,100,0,0,7,0.3796,0,0,,0,0,,0,0,,26,1.2709,0,0:03:27,216,4.63
5xvvEjAc_Ag,The Ultimate Mirage CT A-Site Defense Flash 🧠 (CAC 2026) #csgo #counterstrike #csgomoments,"May 29, 2026",14,21,90.7,51.28,,29,1,,,,,,0,0,0,0,3,0,100,0,0,8,0.0182,0,0,,0,0,,0,0,,41,0.0786,0,0:00:12,633,0.79
7ZEofZeNM6c,TeSeS (19-10) 2.00 Rating POV | MOUZ vs Falcons | Nuke | BLAST Open Porto 2026,"Sep 1, 2026",1346,21,3.66,,,24,37,,,,,,0,0,1,0,0,0,,1,0,5,0.0421,0,0,,0,0,,0,0,,37,0.2931,1,0:00:49,173,8.09
fnlafd2oHO4,esenthial (13-6) 1.61 Rating POV | B8 vs Vitality | Dust2 | Esports World Cup 2026,"Aug 17, 2026",1573,21,15.16,,,20,25,,,,,,0,0,0,0,2,0,100,0,0,1,0.0164,0,0,,0,0,,0,0,,25,1.3918,0,0:03:58,301,5.32
colaE6LSuRY,cptkurtka023 (21-13) 1.64 Rating POV | Vitality vs Inner Circle | Anubis | BLAST Open Porto 2026,"Aug 28, 2026",1591,21,10.89,,,28,39,,,,,,0,0,0,0,1,0,100,0,0,2,0.0229,0,0,,0,0,,0,0,,39,1.0167,0,0:02:53,150,10
-4k6C5UgpCw,w0nderful | 1.95 Rating | NAVI vs Vitality | Anubis | IEM Atlanta 2026,"May 16, 2026",2397,20,6.36,,,15,3,,,,,,0,0,0,0,1,0,100,0,0,3,0.4134,0,0,,0,0,,0,0,,20,0.8471,0,0:02:32,236,5.93
zXatlWXeQWU,NiKo | 1.23 Rating | Falcons vs MOUZ | Mirage | Semi-final | CAC 2026,"May 30, 2026",1370,20,14.36,,,21,5,,,,,,0,0,0,0,0,0,,0,0,4,0.3695,0,0,,0,0,,0,0,,22,1.0934,0,0:03:16,464,3.45
Gedgq_xKDec,b1t | 2.10 Rating | GL vs NAVI | Mirage | Grand final | IEM Atlanta 2026,"May 18, 2026",1182,19,15.08,,,14,2,,,,,,0,0,0,0,2,0,100,0,0,7,0.6047,0,4,0,0,0,,0,0,,19,0.9408,0,0:02:58,291,4.81
2t0dtvuVWuM,NiKo (23-11) 2.22 Rating POV | Falcons vs G2 | Inferno | BLAST Open Porto 2026,"Sep 5, 2026",1864,19,10.38,,,17,26,,,,,,0,0,0,0,1,0,100,1,0,2,0.0688,0,0,,0,0,,0,0,,26,1.0229,0,0:03:13,118,9.32
Juip8Fr-DOw,m0NESY | 2.26 Rating | magic vs Falcons | Dust2 | Semi-final | PGL Astana 2026,"May 17, 2026",1676,18,28.37,,,17,0,,,,,,0,0,0,0,1,0,100,0,0,5,0.8375,0,0,,0,0,,0,0,,18,2.3774,0,0:07:55,355,3.66
15ZuiQduMFA,xelex | 1.10 Rating | Falcons vs MOUZ | Nuke | Semi-final,"May 29, 2026",1605,18,9.2,,,18,6,,,,,,0,0,0,0,0,0,,0,0,4,0.1563,0,0,,0,0,,0,0,,22,0.7414,0,0:02:27,485,3.3
-8u2JfsbaD0,makazze | 1.35 Rating | GL vs NAVI | Nuke | Grand final | IEM Atlanta 2026,"May 18, 2026",2050,18,3.5,,,18,4,,,,,,0,0,0,0,0,0,,0,0,1,0.0011,0,2,0,0,0,,0,0,,21,0.3598,0,0:01:11,219,6.85
1pKJUPFT__0,iM | 1.24 Rating | NAVI vs Vitality | Inferno | Quarter-final | IEM Atlanta 2026,"May 20, 2026",1465,17,17.3,,,15,11,,,,,,0,0,0,0,0,0,,1,0,2,0.2352,1,2,50,0,0,,0,0,,21,1.1965,0,0:04:13,229,5.68
T0JYrrM_JAg,donk (27-12) 2.43 Rating POV | B8 vs Spirit | Dust2 | Esports World Cup 2026,"Aug 22, 2026",1960,17,2.69,,,21,26,,,,,,0,0,0,0,0,0,,0,1,1,0.0092,0,0,,0,0,,0,0,,26,0.2518,0,0:00:52,280,4.64
CGB5Kj8E3Uo,Jimpphat (25-8) | Mirage | FACEIT CS2 POV + VOICE COMMS,"Aug 26, 2026",997,17,5.45,,,24,30,,,,,,0,0,0,0,1,0,100,0,0,1,0.0037,0,0,,0,0,,0,0,,30,0.2633,0,0:00:54,127,9.45
2RuZbrgQX-c,4K from Spinx vs Vitality #cs2 #counterstrike #blastopenporto2026,"Sep 7, 2026",22,17,82.3,58.62,,30,39,,,,,,0,0,0,0,0,0,,0,0,5,0.0019,0,0,,0,0,,0,0,,39,0.0906,0,0:00:18,327,1.53
GQchMH-ne0Y,Flash to get Early Second Mid Pick on Inferno (CAC 2026) #cs2 #csgo #counterstrike #cs2inferno,"Jun 4, 2026",31,16,61.96,51.85,,25,0,,,,,,0,0,0,0,2,0,100,0,0,8,0.0149,0,0,,0,0,,0,0,,32,0.0906,0,0:00:19,652,0.15
dUcA4JDtUi0,m0NESY | 0.94 Rating | Falcons vs Legacy | Ancient | Grand Final | CAC 2026,"May 27, 2026",1874,16,16.35,,,21,11,,,,,,0,0,0,0,1,0,100,0,0,2,0.0051,0,0,,0,0,,0,0,,24,1.366,0,0:05:06,386,2.59
gFmteIo-ybg,latto | 1.34 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 26, 2026",1745,16,14.02,,,15,2,,,,,,0,0,0,0,1,0,100,0,0,3,0.0054,0,4,0,0,0,,0,0,,16,1.0871,0,0:04:04,269,5.58
5zC3-llzAVI,npl | 1.78 Rating | B8 vs TYLOO | Mirage | Swiss round | IEM Cologne Major 2026,"Jun 3, 2026",1455,16,16.91,,,14,4,,,,,,0,0,0,0,1,0,100,0,0,1,0.0563,0,0,,0,0,,0,0,,16,1.0934,0,0:04:06,439,2.51
vgs_nzH0qFs,mzinho | 1.65 Rating | MongolZ vs PARIVISION | Dust2 | Final | CAC 2026,"May 22, 2026",1526,16,11.98,,,14,1,,,,,,0,0,0,0,1,0,100,0,0,1,0.0009,0,0,,0,0,,0,0,,16,0.8123,0,0:03:02,330,3.33
cV9matdPuzU,G2's One Man B Site Execute on Cache #cs2 #blastporto2026 #utility,"Sep 22, 2026",30,16,59.1,27.12,,36,76,,,,,,0,0,0,0,2,0,100,0,0,12,0.0092,0,0,,0,0,,0,0,,76,0.0941,0,0:00:17,567,0.18
hr-q7W35hP0,tN1R | 1.80 Rating | Spirit vs Falcons | Mirage | Grand final | PGL Astana 2026,"May 18, 2026",1598,16,24.71,,,21,16,,,,,,0,0,0,0,1,0,100,0,0,2,0.7971,0,0,,0,0,,0,0,,27,1.7586,0,0:06:34,253,4.74
XMrFFTm3IEA,kyousuke (33-19) 3631 ELO vs ~3566 ELOs | mirage | FACEIT CS2 POV,"Aug 8, 2026",1226,15,11.13,,,15,15,,,,,,0,0,0,0,1,0,100,0,0,3,0.021,0,0,,0,0,,0,0,,15,0.5687,0,0:02:16,254,3.15
mSczBOA8O8s,ridiculous ACE from donk vs G2 on Cache #cs2 #counterstrike #blastopenporto2026,"Sep 2, 2026",73,15,47.69,66.67,,20,28,,,,,,0,0,0,0,1,0,100,0,0,8,0.0677,0,0,,0,0,,0,0,,28,0.1482,0,0:00:34,204,1.47
3L9je5Amj1I,donk 34 -11 | 5512 ELO vs 3470 ELO,"Aug 7, 2026",1279,15,12.29,,,12,15,,,,,,0,0,0,0,1,0,100,0,0,6,0.0592,0,0,,0,0,,0,0,,15,0.6547,0,0:02:37,219,4.11
FkCeYN7BxgI,ZywOo | 22-9 | 1.86 Rating | FaZe vs Vitality | Dust2 | IEM Atlanta 2026,"May 15, 2026",1228,15,10.37,,,13,2,,,,,,0,0,0,0,1,0,100,0,0,3,0.1156,0,0,,0,0,,0,0,,15,0.5308,0,0:02:07,339,2.95
NdZetelAxko,zont1x (15-12) vs LUX | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 7, 2026",1082,15,10.38,,,20,28,,,,,,0,0,0,0,0,0,,0,0,2,0.0245,0,0,,0,0,,0,0,,28,0.4723,0,0:01:52,138,7.25
jmbrK4grOFI,TeSeS | 1.00 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 26, 2026",1739,15,1.37,,,13,1,,,,,,0,0,0,0,0,0,,0,0,1,0.003,0,0,,0,0,,0,0,,15,0.0989,0,0:00:23,382,1.57
XdeGOgCIJVg,META Nuke Smokes from CS Asia Championships 2026 | CT & T Lineups,"Jun 3, 2026",583,15,12.92,,,14,4,,,,,,0,0,0,0,1,0,100,0,0,5,0.2023,0,0,,0,0,,0,0,,15,0.3139,0,0:01:15,257,2.33
LTTSsQ9J7iA,makazze | 1.53 Rating | BB vs NAVI | Ancient | Semi-final | IEM Atlanta 2026,"May 17, 2026",1231,15,18.98,,,14,1,,,,,,0,0,0,0,1,0,100,1,0,2,0.2954,0,0,,0,0,,0,0,,15,0.9737,0,0:03:53,221,5.88
zFIlRomjpTg,w0nderful (19-7) 1.88 Rating POV | MongolZ vs NAVI | Inferno | Esports World Cup 2026,"Aug 17, 2026",1673,15,22.97,,,17,17,,,,,,0,0,0,0,1,0,100,0,0,4,0.4875,0,0,,0,0,,0,0,,16,1.6013,0,0:06:24,180,7.22
wZMsriHBR0c,donk | 2.01 Rating | Spirit vs Falcons | Ancient | Grand final | PGL Astana 2026,"May 18, 2026",1477,15,22.69,,,11,0,,,,,,0,0,0,0,1,0,100,0,0,2,0.4123,0,0,,0,0,,0,0,,15,1.3965,0,0:05:35,198,5.05
KolUPYkby9s,zont1x looking crazy - 4K against G2 on Dust2 #cs2 #counterstrike #blastopenporto2026,"Sep 2, 2026",58,14,44.63,82.35,,20,30,,,,,,0,0,0,0,0,0,,0,0,5,0.0165,0,0,,0,0,,0,0,,30,0.1058,0,0:00:25,190,2.63
ddNdZuXC3nE,Wicadia (21-15) 1.50 Rating POV | FURIA vs Aurora | Ancient | Esports World Cup 2026,"Aug 21, 2026",1799,14,11.98,,,15,22,,,,,,0,0,0,0,2,0,100,0,0,6,0.1631,0,0,,0,0,,0,0,,22,0.8396,0,0:03:35,140,7.86
f1r5Um4SW8w,arT | 0.77 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 27, 2026",1513,14,12.68,,,15,7,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,17,0.7464,0,0:03:11,262,3.44
gBsRf68NjEo,kyousuke (22-13) 2.03 Rating POV | Legacy vs Falcons | Dust2 | BLAST Open Porto 2026,"Aug 30, 2026",1459,14,17.77,,,16,23,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,23,1.0154,0,0:04:19,133,8.27
n7-TsUc37HE,donk (23-16) 1.58 Rating POV | Spirit vs JiJieHao | Mirage | Esports World Cup 2026,"Aug 14, 2026",1802,14,10.79,,,15,16,,,,,,0,0,0,0,1,0,100,0,1,0,0,0,0,,0,0,,0,0,,16,0.7563,0,0:03:14,199,5.53
xx_fSizSQX8,sh1ro (23-10) 1.73 Rating POV | Legacy vs Spirit | Ancient | Esports World Cup 2026,"Aug 23, 2026",1988,14,6.57,,,22,26,,,,,,0,0,0,0,1,0,100,0,0,2,0.0177,0,0,,0,0,,0,0,,26,0.5116,0,0:02:10,187,6.95
St7ldhDdzgM,cobrazera | 1.42 Rating | MongolZ vs Liquid | Mirage | Semi-final | CAC 2026,"May 22, 2026",1755,14,12.78,,,13,1,,,,,,0,0,0,0,1,0,100,0,0,1,0.0002,0,2,0,0,0,,0,0,,14,0.872,0,0:03:44,215,6.05
satcQRGvnbw,saadzin | 0.92 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 26, 2026",2087,14,0.86,,,11,6,,,,,,0,0,0,0,0,0,,0,0,4,0.0366,0,0,,0,0,,0,0,,14,0.0697,0,0:00:17,225,3.11
tfAigOXUsVs,kyousuke (25-15) vs DONK | Mirage | FACEIT CS2 POV + VOICE COMMS,"Aug 13, 2026",1054,14,17.78,,,12,15,,,,,,0,0,0,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,14,0.7289,0,0:03:07,201,4.98
_HwIe6FEGvA,Twistzz (24-9) 2.28 Rating POV | Legacy vs FaZe | Mirage | Esports World Cup 2026,"Aug 16, 2026",1598,13,8.53,,,11,13,,,,,,0,0,0,0,1,0,100,0,0,3,0.4115,0,0,,0,0,,0,0,,13,0.4921,0,0:02:16,52,11.54
S-LAJbP8Ass,molodoy (25-12) 1.75 Rating POV | FURIA vs Aurora | Mirage | Esports World Cup 2026,"Aug 20, 2026",1900,13,19.35,,,12,16,,,,,,0,0,0,0,1,0,100,0,0,1,0.5277,0,0,,0,0,,0,0,,16,1.3282,0,0:06:07,147,4.76
6DZ9560KPPY,HeavyGod (19-9) 1.94 Rating POV | G2 vs NAVI | Ancient | BLAST Open Porto 2026,"Aug 31, 2026",1613,13,14.6,,,15,23,,,,,,0,0,0,0,1,0,100,0,0,3,0.4686,0,0,,0,0,,0,0,,23,0.8521,0,0:03:55,98,10.2
lL0wvJKoiPY,karrigan | 0.86 Rating | Falcons vs MOUZ | Nuke | Semi-final,"May 29, 2026",1502,13,5.84,,,10,2,,,,,,0,0,0,0,0,0,,0,0,2,0.1563,0,0,,0,0,,0,0,,13,0.3165,0,0:01:27,279,3.23
Me3DKC8i4ag,kyousuke | 1.61 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 24, 2026",1873,12,11.05,,,10,2,,,,,,0,0,0,0,1,0,100,1,0,0,0,0,0,,0,0,,0,0,,12,0.6899,0,0:03:26,262,2.67
wcuHRRUVKPs,donk (25-18) 1.67 Rating POV | Legacy vs Spirit | Dust2 | Esports World Cup 2026,"Aug 23, 2026",1559,12,5.38,,,21,24,,,,,,0,0,0,0,1,0,100,0,0,2,0.0045,0,0,,0,0,,0,0,,24,0.2826,0,0:01:23,192,4.69
